T,FC,x1,x2
1,0,8.443732371341017,5.580814366265347
2,0,7.568131978253749,4.44733212629385
3,3,7.379564776702603,6.477330699358655
4,2,6.877244111970466,7.614839813752613
5,3,4.062977251380352,7.0412706961568645
6,5,5.306552317165287,7.083703621530221
7,2,9.533217159304577,4.1033238536358745
8,7,4.933214325762739,2.6129588483616626
9,4,8.921625771897375,7.144634628755508
10,4,7.234657833658221,5.405689036273927
11,5,4.968721529206321,4.013459877097555
12,8,7.352272826950057,4.241022998072308
13,6,4.139049538063959,5.381214184033675
14,2,7.093362446334428,7.379945291867121
15,7,6.198993799274385,3.0204729646597284
16,4,6.516939764067962,6.192809657957786
17,5,3.458110605285544,4.0240329375530175
18,3,4.092630363698284,3.1223856300662995
19,4,8.947819052878918,6.147653071588985
20,2,7.002040361647782,2.3324383223401965
