T,FC,x1,x2,x3,x4
1,1,3.2621664760726095,4.608565347967785,3.7718351651148208,2.9198392720273247
2,6,6.668594126215647,5.202320874706014,8.271180414952328,3.3999909611018517
3,2,7.6000713798035155,5.283390659489961,3.529482802114342,4.752662558026848
4,2,5.947316496128311,5.783523228134208,3.919686374873673,5.250037039542351
5,2,4.297395449748421,6.013479252604495,9.26786887975243,5.095410218111804
6,1,4.325374581052546,5.017334298534049,3.4115106722906607,4.130330549707599
7,4,4.3961849571342295,2.213708066956613,8.24538181238587,2.7000448039051452
8,1,3.94342008586468,5.707419320848827,4.987381395882881,8.452487765538063
9,3,2.079406239168493,6.185459285073444,9.690657790167384,3.99653150752924
10,5,6.426741605367692,6.097383533423619,7.575520592243789,8.730789357457098
11,1,2.0301187904940865,3.468221813430319,6.107607202234855,5.143688224064826
12,2,7.119339117069768,3.274525093999268,7.539594674058643,4.099530066137708
13,0,3.1844390548164268,7.971105522045675,4.004423658618205,4.073420203956999
14,1,5.212371731781738,7.681150153506947,7.064576953338143,7.7692207900967825
15,6,3.1450741906747974,6.2726627109516775,4.518965521129556,9.158409698972541
16,2,4.053200239614053,4.364395187130188,3.9465520041431597,6.324886224380725
17,2,7.003341548341966,7.106572407639129,5.51814443441363,2.0268375191236303
18,0,7.728276030626695,6.582949653133645,4.384385847395512,8.053542857323045
19,0,6.4538881385330855,6.211460961860593,6.103336450199362,4.628240014467183
20,5,3.0385622556603873,7.149796747706976,3.968434318580774,4.070669426940003
