T,FC,x1,x2
1,1,10.644274374258568,2.7059932870867067
2,2,5.484022623203941,6.596728725154637
3,0,4.435572526566267,7.180563355985931
4,1,5.111387227769131,6.337966635038487
5,1,7.147569188981808,5.896045441732723
6,2,4.789223862230241,7.344905526957708
7,4,5.1510213000425225,5.684786063676456
8,0,2.395828715891959,6.604427187004452
9,2,4.88736646795996,5.913631608820973
10,3,7.0919505963441996,7.442381295636398
11,3,4.313458557213117,7.4892007718963844
12,1,4.79398832514081,3.221875371169082
13,1,6.423158255159407,7.589400412567263
14,1,6.099479938774868,4.862292709560165
15,3,6.828313620414688,5.592312350789708
16,1,3.186478473898714,3.544754981273747
17,4,4.598685395172445,6.891224438453561
18,1,4.131219094945479,6.543866678895789
19,1,6.930183663811642,6.849658974812161
20,0,4.070186918301503,3.202566430910662
