T,FC,x1,x2,x3
1,0,2.0711464283870935,6.30307204066205,7.184031211291934
2,2,2.266865013218556,3.0839620723680596,2.5776132015271007
3,5,5.0713001778214215,7.132310535679071,3.5008976217137295
4,8,7.064602595479569,4.689411931897357,5.015692601272569
5,5,5.8715526472166815,3.524438277285427,4.38191899256187
6,5,4.475971919808462,2.238178680760226,7.09126426380083
7,7,2.179217555424581,6.392790712272952,4.1328406539153875
8,5,2.9351557892284044,6.677899422735684,10.330375710373126
9,7,3.909623146904163,3.8981339795583274,2.468537893429518
10,14,3.098767721540229,8.882971357583363,6.3671506460829
11,13,3.2179226256977067,8.1434509883189,6.9002894201577725
12,7,6.439119375832072,3.921124082486774,4.627111220366279
13,7,2.502812770726829,7.635032847631075,7.311528448812595
14,3,3.53886210533343,6.255059004568387,7.100324138605389
15,4,7.5747498478493975,3.6297218626796357,3.773275655247716
16,4,7.5270322578793145,7.090037796402961,7.350595221500633
17,6,3.934871575095048,7.877938024435867,6.2181492534737135
18,2,7.550552607495783,2.850871680525324,7.354308351473222
19,3,2.415566674485976,5.139003963502835,7.094016387798683
20,5,8.096606345198039,3.2597299900490184,3.800602621848025
