T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,1,2.4309607432021854,3.6679948338374846,5.863024010888331,3.3679698088293177,4.263574434733334,4.072898945553816,6.198323048700783,2.6178788687739427,6.924443715276553
2,9,3.1481249202804715,2.3020596646608062,2.508983079642074,6.187259779628238,4.071778798219047,3.2725647264207396,7.017610640166867,6.027920983711915,2.8781833497276246
3,7,4.680998832313877,5.195505944371155,5.755284782382981,4.915159848499314,9.117778754689976,7.520158238982353,7.210264010924279,5.696323117119575,8.817364639739429
4,15,7.34975540789355,8.16897295711123,8.892896151318636,6.074482052803738,5.0672429170545765,6.687491246520982,2.2976322170924406,5.176076948420608,9.319236328843889
5,7,2.2685242976778435,6.968880961235711,7.7477500407793976,5.034912429459987,4.683238675900193,2.2658517809030845,5.140583032926115,5.793049041197479,4.193948297521143
6,5,3.795935468414861,8.029883739645394,3.191758879417145,4.764540288131274,7.094379024940486,2.1415173980805204,3.8278084443076885,5.117352522094962,6.516468732144611
7,8,3.222270382461034,8.502847560434631,5.396197856919708,5.216580627946511,7.769248642171688,3.2886009460507197,5.14814733883229,3.4423664758957178,4.728193662616325
8,8,7.307437081333061,2.5727108974770823,7.095559498582096,7.602330100994497,2.608066163962892,3.147276517898859,6.61337990977311,2.8121151186449587,4.142057287178269
9,6,3.3774033053178654,7.348997737437673,7.2021716339307975,6.8221615275664185,4.797549336670531,3.8063494854500735,7.9282923740682545,3.3800560023807606,3.653767840768479
10,1,4.4034348826859,9.943061088367742,4.760275235376336,3.6519283257470305,4.116141194717084,5.568701987489157,7.224787823262003,6.161568047684528,3.5960135248290004
11,1,4.078149546941934,2.4245912430769674,4.243286688536154,2.1132839904537084,3.6313860253655688,3.620069524494604,3.364430200644997,7.480402848018275,3.4995385196850552
12,5,3.5223680346885606,3.54102294476598,7.525764893490059,3.22310879890423,6.365395903755448,8.613624849554057,3.498920312547385,3.1061475333020647,6.512776227857248
13,5,2.035781739551821,7.672560581032087,2.803747738607723,8.959320499248156,5.030798647683389,2.3126470431504633,6.828469543384248,4.369927178246184,8.012643588578928
14,5,6.567298009135021,2.1802624690953847,4.659996592700569,7.126018712962432,7.298528509892701,7.575103066733609,9.103288466827728,4.7490617181995445,4.259227072406235
15,2,5.033720584832472,7.630835981537778,4.6040691105858915,3.702164654752351,7.321037514478771,3.9162805241310608,5.5073034917496,6.86500454542577,4.197735776079121
16,0,4.147587635719632,8.110928878870677,3.7186743488170153,8.90836423148884,4.5174410096888815,6.2283639066368295,3.04269491744214,4.497803746686937,4.477991660322497
17,3,7.3404149391559095,7.892398035459656,7.872317853829525,7.681351838006359,2.5933818118507235,7.318606689378745,5.228825031936042,4.589381778777813,8.666301819056612
18,1,4.344094191698503,4.263415976491456,2.4015166485170534,3.420511606098521,9.909773419455437,3.012289429630076,6.670460313770127,7.417089663200228,7.003094045285286
19,2,7.035066072368158,4.209277750901107,4.474053479464192,2.6566219533184334,7.125953643801219,6.223120987381053,7.16374179215191,2.0490386917079286,7.505215532121788
20,0,2.152994965016497,5.470131025826861,5.334743746824041,3.898402152036165,3.0183700919182526,5.063642705306007,6.083217720268465,5.679346586181524,4.255590645323503
