T,FC,x1,x2
1,0,3.2837608006043677,6.105285280979247
2,1,5.182898130636939,5.135413676970903
3,0,8.448807967752304,5.646755159785383
4,0,2.0711860802548663,8.357894014644721
5,4,6.759318566662964,5.714574224240064
6,3,7.015459386160779,4.286064068168587
7,1,7.680926525406924,5.865523213987859
8,1,6.100626515860333,3.178179353104285
9,3,7.076135794558711,5.697924906208713
10,1,3.334619898757248,6.568514129081239
11,2,4.208027462849561,2.968551190378399
12,2,3.338688992996609,6.2965804243351515
13,2,4.696552191226676,8.38461275273175
14,5,7.014520325759366,8.525288043126407
15,3,7.179195949052572,2.400329353917642
16,1,5.4795879920707495,6.239028844768736
17,2,4.902845910892937,7.723469588776307
18,4,3.522584893788604,6.44053142499319
19,0,2.0957756263686784,4.599804676020488
20,3,6.037299610816173,7.038704129169669
