T,FC,x1,x2,x3,x4,x5
1,1,5.012469374832965,5.77896919359533,4.010367921351739,7.849312266009942,8.190330293730572
2,1,7.304616479527146,6.704596371845508,8.57357668004665,2.3231028027395846,3.9858240247759977
3,5,7.659441529707477,7.705606740656311,5.273655911338517,6.715807708824703,8.112866297252287
4,2,7.0123170891329885,4.900655886842343,4.72554378918986,3.5518029080774323,4.296751544881058
5,1,6.05434365353351,3.0316267100261705,4.2048358319951396,4.218577818899508,3.8913202182457263
6,2,4.063966036870117,9.473777846668465,4.655406792156275,3.259580437104588,6.1204002663266515
7,2,2.718383218947152,9.48587924624668,5.432913653606205,5.217133907170879,7.131911751718431
8,0,3.5593942728938064,4.445868313496803,4.128645787828064,5.869805521450968,7.037522549877291
9,0,5.043358526285505,4.339581976882045,4.040051542285906,3.142356311727042,5.387336374444445
10,2,6.061664097559966,2.2303966133853703,4.648336708229687,7.451505715084423,7.549331277759434
11,2,4.1437365366760215,8.516426607881897,7.498582731642044,7.540458467017822,5.280290831440137
12,1,4.117721800962183,8.004107590602272,5.383337118207587,3.3751435053356533,7.744763942690574
13,2,5.875481980414287,6.427387459062633,4.255325265598786,5.620214147087897,8.927543110644718
14,1,2.4801261555214826,2.5307142674481833,5.228545203759229,2.1570943108044114,4.224850204309583
15,4,7.626346955157678,2.8082564222941766,6.101964008382128,7.5581414200779635,8.459581997022484
16,0,5.856750981492125,4.337332787099228,7.756031288250761,6.83246159018132,4.424715494054324
17,1,5.2938089120444225,6.775861498776854,5.288604504031086,5.55059105863259,8.347143784237117
18,0,7.0649377924285295,3.511824400978872,7.604442394718174,4.922210625662505,7.11810943396294
19,2,2.0960010998334537,4.918628360356152,7.23828481655538,7.105015579156088,4.830065626243658
20,1,3.9891035772924965,5.967486681293717,7.174768405538524,9.50225530130953,4.929470284205831
