T,FC,x1,x2,x3,x4,x5,x6,x7
1,2,7.007714765324367,2.0095246257893593,8.647086194734994,7.042550680076693,7.7196062381535775,6.0139611070391155,2.06720473803455
2,0,4.63114756347789,5.372325225866958,8.363011760156787,4.585360886959897,5.7761427163334655,4.8231417684323965,8.028276891912249
3,0,7.511458778338366,3.427387689601934,6.460658966419826,7.025592235980891,5.3528941028334955,5.617137361605598,7.030803774286716
4,2,7.03842617260217,2.572985336681396,6.259260898928329,3.608551529485265,7.9404003539898955,3.8545144827956515,7.0972876344782785
5,6,6.085124568656292,7.580211241576417,8.244810251388884,7.699484197565149,5.339130484386689,6.117600426612066,3.688954999104116
6,4,5.872568384308905,5.375136988391999,5.482736097303969,5.35635198130918,6.071309387375895,3.2848017988314586,8.020397522242254
7,1,8.696287761240157,5.035524002715063,4.097488923756363,3.3812921279631936,5.0924630513612765,7.79341833247447,2.0399978162342682
8,0,7.324336361920997,5.4370700481907,3.566174340580768,6.030595196754453,7.19620774070023,3.1407492044992598,5.204600102663752
9,1,3.4729008540816433,7.979818832501082,2.1424132114254686,7.477973859760525,5.719957975071415,5.510913291149682,4.243722340634179
10,0,5.014331031505867,2.33816361026087,7.897484461152486,6.856570062036855,7.4643651755549625,3.229963611271168,7.57899581391642
11,1,7.963899165341813,6.535704193065124,6.016575431169,2.2844434554405577,7.2288859019677245,7.3289872715982,6.28995956348426
12,4,2.9740139989123504,3.285578106509937,4.229962235007234,3.0601263607088494,3.221765449775661,3.661252260174165,5.477143758420176
13,1,6.400004041300707,3.264061742558292,2.7945939967079703,7.767183218256645,6.122793650449844,3.242737879792417,3.5560012733597164
14,2,4.345166380822354,5.865531613512461,3.1046687789169645,7.788168489943376,8.043475082897183,5.712876659593974,7.281710307305286
15,2,5.188368601472444,6.266257352247155,5.378374097976324,5.255611687830873,4.611733373574861,5.027528738828931,6.952842009556642
16,1,6.102625970448652,3.17422789064952,2.4447450596783993,8.316760097785423,5.555549335629287,4.309386274102396,3.337926014028384
17,2,5.454316173679143,4.3888037898666,4.5680787348081715,7.433811686462852,3.243171267402919,6.571603802781597,2.259961970701003
18,2,5.412278809895614,2.1299607157990774,7.999259958249807,2.0806094982316035,6.788495955152857,7.695409966486547,4.335335261010875
19,2,7.014802528948913,4.34594960500857,6.885796254502051,4.037265888079219,3.828571587015473,2.5146615266913197,8.11253054610565
20,0,7.230149748624143,5.194193730980774,5.137367337245788,3.1828755601318286,7.866814678312124,7.406643672480948,4.478484258219469
