T,FC,x1,x2,x3,x4,x5
1,3,9.475099775575826,3.5120974004060264,4.5062658331514225,5.703561360329679,3.8988955879989144
2,8,8.330372355883982,6.535561717881288,2.762865857260133,3.163036953326145,8.425817635263433
3,0,5.227612081811699,3.7717700899279687,5.229146171621639,4.764163293520023,5.250798108937989
4,4,7.143116488583005,7.287184625854117,5.215188290490644,6.124631862801714,8.535372565621167
5,2,4.719196040685716,6.7619338149596695,4.059356879143292,7.474054514066418,7.465515863230129
6,5,8.659289222450608,8.729780893575187,2.735469076444197,6.020349555184852,6.935588908501672
7,6,5.751832271911975,4.740468997289996,6.258541577779573,5.190104863512144,9.173449426563472
8,4,8.170314580801422,5.617680222663438,3.056395883034623,4.095514610723042,6.5058665813858445
9,2,3.211944042241844,3.9341484939130025,4.755911291491797,4.252565249203036,5.600498499810298
10,3,5.375425008835579,4.652405749504459,7.691219875839648,2.1703316573211593,8.19796465018606
11,5,5.152031973340285,8.406508275513515,8.622139297131723,7.018674457327711,5.908967832797301
12,5,7.705891566844261,2.6751825779645304,8.656231987723396,8.447334285449877,2.5215499570158424
13,3,5.334138925034551,3.753122307325572,9.338032721096722,5.46603950385887,2.847552925862927
14,7,7.899357218929725,4.019032871365429,5.394454305865155,5.509760909309949,5.38381349428021
15,5,4.379399313988887,5.148754833854454,8.474021853518318,3.293495522159526,5.63554435177171
16,2,4.002844444139343,3.7798917528147764,2.4289783213215443,4.635207262547572,6.501541741724815
17,3,2.805421667399629,7.970102466907723,6.489349706702347,4.6137399778660875,10.102142517205197
18,3,7.0224874228777745,6.738458191761424,6.682071087616546,3.3004416413471485,4.156310616699624
19,5,8.531031327844833,3.5468484190598333,6.659315816594324,5.448721020742511,6.73384821488135
20,2,7.555269306823854,5.457217354623531,3.8580123798020747,3.5825918881245804,3.1906287849215893
