T,FC,x1,x2,x3,x4
1,1,5.264707112308097,7.860562932417508,6.087216263759851,5.158084923002818
2,2,5.7792521941136155,3.1676115453635423,7.445174854876752,8.218152653972236
3,3,2.8339702713260473,6.149751184125047,7.2552543410565455,7.150217552946393
4,6,7.088371188076771,3.0442900431831577,5.283746366477487,5.453625751541042
5,2,7.171364663165672,4.472659140948318,4.8702757139036805,4.281179585701372
6,3,5.174445707653412,7.546656125768348,6.043411916453117,3.187684830965075
7,4,6.309415094341598,2.4719500145512434,5.763363203408675,3.081893935953292
8,2,6.133327113635432,5.549677488891701,7.198836757373393,2.7045349911884276
9,2,7.157226275398569,9.126229667402885,9.006009081826582,6.555194369199178
10,2,7.320684996960979,2.876817680221278,7.320713455719593,6.709734415937455
11,3,2.4473160076479576,8.322411972593569,2.502685137435759,2.229890688620549
12,1,5.459989602525206,6.63029913276179,6.126304605072586,5.409768510399828
13,1,8.169131288698274,5.995010072661559,5.685648378490028,6.0000839286838215
14,1,3.129608717052168,3.6671298896030056,3.360104907844631,4.334083953457354
15,1,8.467719330754713,2.6444109517244416,6.083280680139426,2.4952105171502446
16,1,7.573903382024954,6.0277570776573475,5.048556215389052,5.8647164256405535
17,1,2.101897260980718,7.0813693328443446,7.041903307895305,5.271919709188766
18,1,12.382123443659479,7.386119341644665,5.147478878187418,5.7767523411494
19,2,3.5243958514220366,8.426956164808256,6.2319325587197945,2.0298750156422063
20,0,4.050771099628676,5.104671689802402,2.031795742430769,2.007252568004857
