T,FC,x1,x2
1,1,5.355125410057331,2.3368860742090436
2,1,8.521840815573087,4.057899369345538
3,0,6.593261580484488,5.109897672503755
4,0,2.6308096647915566,6.014768427099253
5,3,5.200406005578567,5.169981730342867
6,1,5.333930456811673,6.493057088477256
7,2,10.331369359841233,4.915448123081528
8,4,4.6639321912155145,7.627231449526515
9,4,2.3073065529971615,7.309053049905351
10,1,3.8042473034457536,7.472238335830924
11,2,2.478420481243,7.349954868912881
12,2,3.475884597899657,9.711754406256151
13,1,3.685055208099394,4.081124203451522
14,0,3.2744642706791693,5.833158333663192
15,3,7.280331407481817,5.140713431473618
16,6,5.5950839820970355,8.308042433273545
17,2,9.641305630201373,6.240792409617165
18,1,3.7367747029555045,5.47969104106249
19,1,2.9196409999014077,4.57031867821868
20,8,6.579263251721492,5.220515871966205
