T,FC,x1,x2
1,3,7.479255961195165,6.590796190835746
2,3,7.2659033879857375,4.470827922831459
3,8,6.955795285394676,3.010966395236147
4,4,6.41415697569007,3.1957472705173378
5,7,4.699963892480366,6.5256040951268455
6,6,6.166634598197969,4.258979229366897
7,7,7.226299833563774,2.065450814568787
8,3,7.3254786537651295,3.696018633591702
9,3,3.841772521743754,5.349892007771175
10,2,6.704920984943218,5.089456714066508
11,2,5.285957642210505,2.4986042688341183
12,6,7.106371069257884,6.492861447569736
13,1,5.670028408572299,6.5849109185292205
14,7,8.838567299471022,6.648852069829367
15,4,4.578300623525029,7.617698335136342
16,3,3.8790082637460355,7.318690184377826
17,1,4.103788862009116,7.412598941239393
18,1,4.0228061489654,4.209919409236281
19,2,6.294443726056321,8.466832224056823
20,2,4.343157753949292,7.565033687682946
