T,FC,x1,x2,x3
1,2,5.170830806881952,6.861780161869068,7.292934596259157
2,66,4.130460100004761,4.501656148845094,4.266844391071959
3,54,4.032903260734148,2.8825342255078406,6.09491668485338
4,9,2.4985623332878046,3.22092102505532,2.804405251608439
5,2,7.408921636678073,6.403928792212564,7.202506000388045
6,0,4.076082325766988,3.9044545780107223,7.136024785716297
7,0,2.339507907445185,3.3016939166036776,6.050050062928638
8,0,5.6574057339138495,6.603429627780046,5.589773180183771
9,0,8.278550295271941,3.3641597703724004,2.9065391951330666
10,0,5.131638648182123,2.1887545534545314,6.187824975151158
11,0,4.130197888766141,6.2197598518162405,5.525349455354606
12,0,7.638860105469059,4.415507952370609,2.141156736943177
13,0,6.534337337891213,6.2219981666389,6.367349971511824
14,0,2.1349869179018164,4.15035666277541,2.2915748708305834
15,0,3.138923345135539,2.263083946682372,6.6692541621447825
16,0,5.847946446676354,2.069962439673251,3.7739389806032975
17,0,2.7233112917864766,4.433126770814717,5.606766601590593
18,0,6.36954671126225,6.950520495904805,4.288104645954972
19,0,4.0145058081028235,6.107108918398341,7.059309196530646
20,0,5.533518763396289,5.74443078494132,5.58504268130789
