T,FC,x1,x2,x3,x4
1,1,5.220031426630546,7.043444078811078,3.738796725200789,5.59329798381811
2,5,7.212446565125505,5.253185975767208,5.107709779383444,8.52316511720122
3,7,2.1220360794782613,3.908634661851593,7.085258659614487,5.34855663692983
4,7,4.222410127799584,4.61852316363535,4.594632794724578,7.057723961481981
5,3,4.4725078499211754,4.645868881423985,6.196556399103286,6.707545532294668
6,6,3.72376873069258,5.482961331507509,2.448746960283321,7.0043706639700005
7,11,7.683301127725327,6.019967870559468,4.031125652088819,4.441133126843517
8,4,4.446107795493447,7.238928787913189,4.196248082410121,2.15526668247265
9,1,3.0789517904539805,2.4254578039315655,6.209179695245648,7.080686707431628
10,5,2.2027437687730504,6.109936410530954,4.723291004874374,5.127379274807225
11,5,7.423435553685116,4.896908671575341,5.2942248963897365,5.323952383282205
12,2,4.710473560222539,7.829509776748878,6.127136911463685,2.074759209756528
13,0,6.1473092963405165,6.932191933068831,5.044011133935111,6.010827289735323
14,4,2.5889784191150307,7.291469977596354,4.245179711498125,5.762279877798649
15,0,6.47032537046345,7.1023585551956465,6.750187357161729,6.310857733305049
16,4,3.3049537537419984,3.7269362987142944,3.0293616207656506,3.1998268728967822
17,3,7.3900606029012605,3.268057599457588,6.277857333156595,5.39091201302281
18,6,5.80510972413743,7.652869866523917,2.0958337114541097,6.8374914705462055
19,3,6.605083438526609,5.265130595225087,2.5760470856523563,4.431588751664992
20,1,7.113842175720164,2.0632656877133764,5.937198137783114,2.212296921982191
