T,FC,x1,x2,x3,x4,x5
1,3,7.182334737009725,6.097538013428012,6.455802683621539,4.093660408398815,5.094733793000983
2,4,3.4704343476172697,6.980024014717304,3.6038169130470328,7.372245253282315,3.9925646507879216
3,4,8.519056475636189,6.585145011116066,2.2682347037871584,3.333738328752237,6.67325893936799
4,1,7.657473933977542,7.292471802719488,3.3823116762642993,3.456302223591954,9.305376525194294
5,5,7.98868054881509,8.717020705614726,6.29248580045384,6.098503029380936,7.242847632722727
6,5,3.043000108485804,5.166280801158889,7.455701934265137,2.0387444570806665,7.825566526098198
7,10,7.775683456169115,5.019427471201631,7.049564823376318,5.379911732231115,5.047569929849143
8,5,6.610307624834196,6.437617225721611,7.309624068475006,7.557211870597334,4.336990550826382
9,4,6.033691552907427,5.710849129035802,3.168017440132355,2.768605743904886,3.223971584093321
10,7,5.029829019701413,7.831390713903579,4.190467219579664,6.2078542038040405,4.573601527865229
11,5,7.2618431427802435,8.43442049794271,7.212939646769439,6.342984363551009,5.405385782709456
12,1,3.3414748725487167,7.341279446234448,6.091908310907175,5.337660155497973,8.03413858181065
13,4,3.5373905354680044,6.657822479342238,5.087767901647089,3.1363386757714498,7.5128509106197034
14,3,5.010649886194456,6.964162719296152,7.905112840906558,4.300060436509567,7.045890943396696
15,2,2.02426136844794,7.151393561650362,7.130093018237176,5.214607444589683,2.2155248902055478
16,4,5.102710981908631,9.28324107521372,7.9154430274773455,4.955450466971554,4.228912476776516
17,1,5.626107117733808,3.193661879513951,6.725473375852221,7.418750302574155,6.482336124837237
18,2,6.0682002750773645,2.865841392985711,7.820382434643005,6.781860436344675,6.404106717281639
19,2,3.103414136465521,4.345383521378238,2.345953974201006,7.99899455111004,7.540760703800621
20,2,4.549544994728389,2.9478945368440126,4.873439716111715,8.342459456569502,8.01133821312727
