T,FC,x1,x2
1,0,5.153299031575544,5.581503820403507
2,0,6.212367073415518,7.473613911260057
3,1,5.368499039888622,4.342175880720756
4,1,6.28970154822486,4.199125868600486
5,1,5.465085780062058,7.172729025625918
6,2,6.737999046114156,7.953652360877248
7,2,3.3543690513413726,7.246956214206312
8,3,3.0222516468152296,8.550826010961726
9,5,7.944798155167872,5.647421348610031
10,6,5.0648118841589955,2.4723353914998114
11,3,4.231772297373077,5.178521979219744
12,2,3.0270923605115874,4.946990199631108
13,2,5.6439287948124255,4.00916632587662
14,4,3.8120391004385112,3.6704777351043325
15,2,5.126044136418747,6.645532595414176
16,7,7.023602498381717,3.255965657695002
17,2,4.754778080935264,6.257818004910556
18,1,5.525557659714322,3.09974529500512
19,2,3.8809520642297475,2.2676953728134563
20,3,7.271808056142598,2.059636014831206
