T,FC,x1,x2
1,1,5.6158861992538585,6.642750301088533
2,76,7.942655989156648,3.6777179148367365
3,32,6.5440059906030665,5.124704405410383
4,10,5.212429245289611,6.567049704025325
5,0,2.6101435328745066,3.368087739415016
6,0,4.01906502447023,8.598935882868545
7,0,7.307674074449877,5.099192960633006
8,0,8.353600608105703,5.004877560219607
9,0,4.911104880891267,6.157448657276418
10,0,4.060609265300015,7.697277141276276
11,0,3.7872761657428495,7.908633929244994
12,0,5.710951608280781,7.70077585033071
13,0,5.51915690358548,5.18454223411429
14,0,2.1443888613998836,3.505586638282419
15,0,4.263534954254389,3.3800563201057177
16,0,3.2396051366516248,4.20776846555639
17,0,7.718510013199847,5.104967239521642
18,0,2.071386490506478,6.51642430233173
19,0,3.757856321338724,5.114365528496352
20,0,3.6134011906654706,2.510075146611271
