T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,0,5.660547418998828,2.6018919363631396,8.36286949971878,6.243060334720462,3.077973617376701,6.0329568140260985,4.096653612442169,3.6735604735049074
2,2,3.168811797136806,5.161951570457364,3.9493891051228873,5.1523989154924825,2.198178812725378,5.121691455773703,7.636180454951969,4.345195827691295
3,4,4.125582954364677,6.38438955880291,3.544362773991089,6.153023148693248,4.884530800761169,5.244173663219135,3.9492477836960713,3.9082622384168983
4,4,5.880918951451741,7.201537769177473,7.870463354962646,4.304114587107232,3.716687482029525,5.366271199489621,4.423699304922039,3.430001561467233
5,10,8.66168886495763,2.4105703030881416,3.5862029540388445,5.067768218243063,7.155249911746604,6.033843602235278,7.174132858076173,4.71810487113003
6,5,7.5610207749320235,7.124911905808718,2.2740896676257862,2.8898623323494594,2.044928803006679,7.152862070572071,3.5070570641523875,9.665323426965944
7,6,5.137369653758694,7.644107321268596,9.907083435575155,6.046019387281983,6.875035970264432,6.151919634936572,4.378923587087713,7.360712133815998
8,8,3.090608323442204,6.161593465237345,5.145239948210521,5.003175443538369,7.46476851434285,7.15256950123338,5.395128723603896,6.272265348316683
9,4,5.401668360977117,6.817899135161286,3.668363346566632,4.3962439723134175,5.3180550226169805,7.117668700521817,7.150997382334146,3.1237129596656783
10,5,7.53546818389864,7.050307286180892,4.247508180731735,7.248864478827243,6.106138518939031,5.37566131838983,8.542167091750445,7.186815807272506
11,4,6.804124511273385,3.0638507001423063,5.029566133408156,5.416404871313447,4.316164441034936,3.1967096580595493,2.0940155082710463,6.368219904553938
12,3,3.1044326325669505,2.5407360802593755,7.869781204142214,6.462598933241145,4.510796669776113,3.535341638457032,8.00114565920994,2.0458047428318897
13,2,5.532239062088232,4.563214417332962,6.019792675675496,2.389944196473555,6.311201046196144,6.957625488758439,4.8834318816272235,6.4210225409282025
14,1,4.681834060498415,8.388950110809292,2.6557120569427286,3.025314808305802,4.169631107705759,2.1576700106552327,2.308218926598652,2.7718777891092854
15,1,7.943360889068892,6.5099557734448155,6.219244048983776,2.714488595661616,3.883995686036624,5.273924721597066,5.0835640889502,2.3310635340581056
16,1,7.959669603323581,6.264309092631309,4.916457319899447,8.583416453035698,2.058715249874576,5.774048866846238,5.75339645680334,6.877290249884766
17,1,7.270685129091983,5.0175902173986096,2.3666149127833873,3.1625817267136886,7.320103217350559,6.318844730279599,6.015621785594676,3.1202845480483457
18,0,7.148440616657344,6.48894589491624,4.273123271429692,3.046801286772741,6.543544709281509,2.1755106689383594,7.668464856436159,6.400606967101634
19,1,3.537302869379971,8.547555283491736,7.021574394666612,8.839261095781469,5.521066703232007,2.2285799749805792,5.73069514786263,4.692495370660373
20,0,3.7084184201550334,3.318351598294342,2.037461304760289,3.884280567040102,3.4082237397704214,6.458535948118494,2.68028430291878,4.258059791858232
