T,FC,x1,x2,x3
1,0,5.096877988578304,4.277534261065373,5.440507442387051
2,7,5.346332289749416,4.170764078235273,6.4443900002530885
3,2,4.444790776157859,7.425035887245496,4.450161790155009
4,0,3.4668725418314827,5.386174901407999,7.726606555942033
5,6,9.288130404334648,4.552501042767954,6.286692444718211
6,3,3.7390499744441565,6.877093343655864,4.548875823007446
7,7,7.495936592055119,5.910583326739283,6.633532290952551
8,4,2.125449574443814,4.185279990106667,5.058714349213441
9,1,8.498497303298397,6.733658505805516,5.0048326163700585
10,4,6.2294603128333,5.640571686066914,6.164499716994914
11,6,3.3295953555562003,3.3840004430965553,7.473620645707546
12,3,7.079098820377271,3.228846633309217,7.495417585424959
13,2,5.038677708355356,7.153484819475251,6.012216050655938
14,2,5.387753344704711,4.818315443844913,3.291788911639336
15,1,7.317562496814865,6.759344672088023,2.651679506838525
16,2,4.9338641713592635,6.777449986802994,3.3220085811038182
17,3,4.040503723187782,6.642863467646389,5.42459488793301
18,3,9.873432535685382,6.005821442545804,8.227774610650574
19,5,5.048980603173235,6.692688081521307,7.022507326470979
20,3,3.268434960698568,3.380135407475844,2.8924573038678
