T,FC,x1,x2
1,5,2.163535616577548,5.465728815279506
2,3,6.212229353987516,4.258646967266617
3,4,6.332985448202556,6.046775655379682
4,2,2.4082681153544376,7.018848318575917
5,3,8.130341828672911,7.044341684645057
6,1,8.32105992332544,7.122289948240799
7,1,2.483615109405502,5.692135059741375
8,1,7.724674350508934,4.0553609180615995
9,5,7.444637327026739,9.425028751465552
10,1,4.717021600117803,7.5673462349084675
11,0,4.161472174729337,3.1486995698941613
12,1,7.612943367788626,7.916668394157618
13,3,5.561548883032121,6.313339278006422
14,5,6.55715416321531,7.028158494389642
15,2,6.01489191726102,8.490270643916968
16,0,5.75565856775384,5.446698954954745
17,2,5.110314538817773,4.729174354240335
18,5,4.198536436403674,3.149585884402213
19,4,6.909762274607019,4.006394626525148
20,6,3.713776369074745,7.352983904336898
