T,FC,x1,x2
1,1,5.2419311646141855,5.205095100194127
2,2,7.443316497432545,7.0815913468916225
3,3,4.4621969395063035,8.177260152672826
4,4,4.970296827538984,6.887287769972847
5,6,8.021288581991563,6.393253701083076
6,2,7.112503860304145,5.684300707742096
7,5,3.5571314515369634,6.245166158394488
8,6,5.594513898927,11.528612448154018
9,5,4.989373252498338,6.326578771268645
10,1,6.695831841057522,3.797036149933538
11,6,5.536655248858017,7.336331860766481
12,2,8.326227391823647,4.51925406625435
13,7,7.491558446026455,5.45570190795808
14,2,7.9302954266019485,6.161654990512865
15,4,7.050498729381834,4.361534229896657
16,7,5.720854962038985,5.766993997573047
17,3,5.209701955651451,5.151568091836591
18,1,7.934044119216914,2.0922291897730187
19,1,5.075151823099968,6.088471722820747
20,2,6.106727712162932,6.314859568650588
