T,FC,x1,x2
1,0,5.187091969779873,4.145972884590309
2,1,7.500048721179684,5.124573653155717
3,3,7.119784424145534,6.79471549453927
4,4,3.0043239243825646,5.097839466221108
5,6,7.882242359153123,5.183110160897174
6,6,7.789917971833889,4.34705972556567
7,5,4.204384012083225,7.442665734140347
8,17,3.545909067119764,9.712719030550286
9,3,5.359389804501797,7.960032878146199
10,6,6.542114663005469,2.7039712197860926
11,9,7.7939733970789815,6.9420248227788015
12,6,3.030529909327638,7.301650851895403
13,7,6.06687137042727,6.605350657155613
14,5,4.078117983960232,5.184804660434916
15,2,8.226388653588547,4.556405308934779
16,3,2.52882528595586,3.9900608577474745
17,1,8.970018676321114,2.0590843453944827
18,4,4.631077931659309,5.93178752506318
19,0,3.543964031394313,8.337498084125917
20,4,5.866160343006333,4.295266736679107
