T,FC,x1,x2,x3
1,1,8.397190724973955,8.138498345740405,5.49463412294608
2,1,7.0351310681732,4.366242306372747,9.777435473820079
3,1,3.3792714869769886,5.392825850403246,4.444579033310493
4,0,4.01929526158671,5.216807411428838,7.1511234096952805
5,0,6.179126747311556,2.8516389614460502,4.023615850033126
6,0,8.394711368937998,2.0395147391571498,3.653397362211805
7,1,6.25930609263411,4.051742069464549,2.001652075036044
8,1,9.643789298337554,2.0261055233013336,5.349774298985072
9,1,3.0644097936875125,5.253947253874015,3.2221516409781232
10,0,4.630039150152721,4.6203923826725175,2.2230464801440943
11,0,8.460235860502817,4.861545533382054,6.044855387192495
12,4,7.014649614880083,4.220996941903671,6.409893197067492
13,1,5.856793634242993,7.0011350966686265,3.031859594983058
14,0,3.0641172182429104,2.6453165123381663,6.519779046025345
15,3,5.599934938571902,4.472435433671072,8.143750105379105
16,4,6.962393951483378,7.1571514953734034,6.295141868964019
17,2,5.71870100346973,6.939665692288987,5.020461197242997
18,1,2.7124384496077854,6.288764799219464,4.065375050372117
19,2,2.3005279798972844,11.729060258142226,8.136395334435653
20,1,10.564126856867226,5.387948445514612,6.1531556843829005
