T,FC,x1,x2,x3,x4,x5
1,4,3.3923442662661567,5.290356691998477,5.688360080445438,7.430416419821105,7.616311243456478
2,3,7.112793260437635,4.341285067342302,6.334498434035819,4.426094734805766,6.965101738587062
3,3,3.7435184770202974,5.116556653683462,6.924276051707826,7.7916635464968795,8.144659310135104
4,7,7.55105171869668,6.7827261703918325,6.789498187082553,3.3573901248281097,3.189562330956922
5,6,3.109467750627893,5.297678692860456,2.182800226302053,7.452874149220534,3.94837600279895
6,6,4.599097890859806,4.32999744507838,4.6919115819109605,2.1221818839803315,3.207606039065393
7,5,9.1339681753641,3.532057618379704,4.867925744407494,3.481227729389612,2.146099290459098
8,4,6.129428403266402,10.702765238976136,5.6654476908793985,7.880049440757959,3.6470063819076075
9,5,6.111902646901218,9.010006025376384,7.040613041165714,8.493411200467804,2.1792628916910965
10,6,7.112111436445619,5.825783336581246,3.730586126277256,5.045007052786847,3.5755940180862913
11,3,7.655474635995636,8.331302738922677,5.2207135813550645,7.193182654644451,7.65265396924162
12,3,3.0252841270283004,8.499909616393849,6.10196392480223,2.893775749177317,5.507062015643303
13,1,2.9289353986768853,2.676454980037074,2.001544994458108,5.7400308647411515,5.747594353011721
14,1,6.601712113065405,7.714905825063253,6.22325328171438,6.619102506597649,2.8712230342689287
15,2,10.769724238071069,6.125997930203318,5.141078835187653,2.0368814376122564,3.2099716884336567
16,1,4.0574832659372895,2.506742410818436,2.397673243273661,4.122388597041402,3.147874488763652
17,2,3.000818324211782,4.506833260396505,5.108841912631192,6.446642558102305,2.7686286069563497
18,4,7.396856623216068,2.443120667000582,5.078066033353616,5.463373291404581,6.1536024114799455
19,2,5.406932085229258,4.906163427877295,7.148560487252226,7.9896300794620245,3.86677909758095
20,3,2.0090394196813683,3.42292177611382,3.634314923964565,7.661019055782156,8.52030898840313
