T,FC,x1,x2,x3
1,1,6.3497573666310405,7.780853562724457,8.39046063327725
2,81,5.020096174592895,7.679775940061303,6.092497787890747
3,37,7.6157470692185285,4.375565584183594,2.5177105842465117
4,3,5.095313433753516,7.4950688562694525,5.385800949759704
5,1,7.064347290673986,2.1131479254169063,9.61971278468261
6,0,2.86033173141396,5.9279293590854225,4.401603283188742
7,0,7.071939404392224,6.760164943998517,7.800271900641928
8,0,4.064689605380378,6.283009271360162,6.217159003783778
9,0,7.193592186698091,2.0904026193928757,5.362345037260477
10,0,3.2696135940805906,2.0229839235506697,5.12087630700335
11,0,8.638672517697767,7.6197989880597925,4.937273637848643
12,0,9.307249673583167,6.002578523858913,6.502264204912747
13,0,6.273913819459022,4.277355260758436,5.107965501151771
14,0,2.090435963696723,8.627456240357684,7.37510068111227
15,0,3.130567752438564,3.8892187325493675,6.6148073296143854
16,0,4.845578987648586,7.957587783036019,5.193990312787888
17,0,6.2187920044844525,3.0075185710928958,2.4188676406919636
18,0,7.599570018637403,7.718173964447737,4.213479420788111
19,0,2.5165520455546986,3.0899139022325697,6.503765200843274
20,0,7.421199177058127,5.085927011485589,7.692253713888822
