T,FC,x1,x2
1,3,3.2566480577833294,5.202314489359324
2,2,6.272121739628951,4.859375971418247
3,1,7.210409953065577,5.266782740662139
4,3,7.49143131044538,5.286415752996595
5,7,4.492200970875651,3.2517279272473862
6,2,4.696960112884651,2.5506568597638193
7,7,7.356524658888297,4.140119854954555
8,3,4.420156392582387,2.4912943704312127
9,3,7.905252987800351,4.3156517114437305
10,1,4.098204133882839,6.582471512542808
11,2,5.12108649246315,2.522945074324915
12,5,7.717091579054679,3.028805076809672
13,2,4.71139512098649,2.0297960593008217
14,5,2.8178027938731556,4.294829373599414
15,2,3.318010566792712,8.082889138898016
16,2,6.3004738487724286,2.343134616608893
17,4,3.199800762805107,5.512655784280487
18,6,6.640169383283452,8.41233159542757
19,2,4.131601452992187,6.343556201225133
20,2,7.938900794029504,6.053656972229025
