T,FC,x1,x2
1,2,5.073323425746173,6.908167022902696
2,2,2.3721038831916665,6.176334685055822
3,5,2.8512349004091035,2.3086490349543753
4,4,6.806085436157288,4.050805274340362
5,4,5.401824850863327,5.085895438587402
6,2,4.412421754100336,4.490845141863073
7,2,7.611370311550357,6.267880935964045
8,3,5.61160891839282,7.343856859525139
9,6,5.572484793167193,7.2530612710449285
10,4,3.626910315366805,4.702647007788178
11,7,5.115382124710058,7.075900244970665
12,7,8.065967797546667,4.0089618355967405
13,1,5.0045419887594305,7.005303563478861
14,4,5.545738792183616,3.455113384565989
15,2,7.101441794698786,3.131452179139615
16,3,7.059228988987239,6.386851190823009
17,0,2.8254813420602027,9.211447366736637
18,2,6.213680765507029,7.728259968414253
19,2,4.576266913730238,2.3029538660138
20,3,7.819704608639849,6.524076716111587
