T,FC,x1,x2,x3
1,1,4.419032519679091,5.620636897213975,9.174416919876554
2,4,5.129799474203072,6.098016165340788,7.308658240401204
3,2,2.8428441996309783,2.847200839051286,6.454985727980733
4,3,3.6291551555416826,2.247816481656297,7.36052337560503
5,7,7.5195892049937765,6.2594252453173045,2.4667065143211055
6,3,7.479180947572199,5.754458062105147,4.150999115607953
7,5,6.491711023824466,2.8931142512698553,7.356960674981594
8,3,5.187881540906017,7.335344473349976,6.538829549703
9,4,6.08466582330525,6.693891800188933,8.064005842597702
10,5,9.320305592685322,5.9441756808582635,2.657520844326047
11,2,3.675994324688963,2.213623442030254,4.16276429470633
12,1,7.0208964372435165,6.646848017373175,9.479630231959192
13,3,2.9200455827643377,2.9841434557600266,4.272622317646369
14,4,4.517725594645996,7.974742073569729,4.460724733274156
15,1,5.480710260997983,2.9569031065380442,5.050277192371145
16,3,2.979733939610917,5.193783763748013,3.4740422359240077
17,3,3.421105090545264,5.781094524913775,5.105393300619214
18,3,6.1843585667145025,7.611740986347308,2.0344533864610344
19,4,4.208445356478388,3.2922095535088842,5.091970747498302
20,0,5.863328444948354,8.674811278347637,5.068581803919136
