T,FC,x1,x2
1,1,5.895806537647928,5.996883306337038
2,1,6.309446829942261,6.010302015816972
3,2,5.493369161894721,7.498861008870495
4,0,6.269258486751255,3.0449851761544418
5,2,5.248001446494783,5.176079657438828
6,3,7.3140385287553435,5.350522242559644
7,0,4.060398340034749,5.742252850619984
8,3,3.320216064002322,6.262584400093658
9,6,3.33241536114162,7.399893671719205
10,1,3.0319224496623263,7.110725572941875
11,0,4.579089182096451,3.066344284439114
12,1,3.6240151460643646,7.719919521771639
13,2,5.045386418331762,3.136193377400198
14,1,6.042058027493491,6.169300647973439
15,3,6.1615008507624704,5.467567397048267
16,2,2.384196567124305,3.4442486031111965
17,3,3.392143014248169,3.972000983561198
18,2,7.386051258079101,6.093371941019383
19,1,2.2750727136503412,9.982898740640037
20,1,4.739196638366427,5.7264943197554965
