T,FC,x1,x2,x3,x4,x5
1,8,6.010791210007995,6.408025633018996,9.136405887156048,7.178692452474084,6.332974261037649
2,8,7.0419466202617675,4.114145525963718,8.17299062782688,7.177777511789731,4.288188179118366
3,6,4.141175647240194,3.588148405547331,4.099051887273135,7.880770849490843,7.165494787759455
4,5,4.60641880880581,2.1085768354918573,3.9513984211856727,7.343576205499874,6.703225432080811
5,8,5.083934398747694,6.1659289795714045,8.839241691379272,2.0278096220202575,2.705226972003631
6,7,6.291760679358441,7.034623947290716,6.274093181717746,9.25412668751861,5.122920740454311
7,12,3.022227491743373,10.265005238552149,5.152731538429138,6.764502767068643,2.267233067519024
8,3,5.033042894853703,3.0823719361630393,6.817234056259499,4.4276746588465485,5.3117623388472985
9,2,3.199301370171744,5.342297489301876,4.199402739561624,2.4865608371546912,6.055912894469942
10,4,6.334906808140272,7.0748898860917615,10.773061306687088,3.7783514183483478,2.0777676746379665
11,4,3.3654666902199577,6.780646252923547,3.1413200654055586,2.9928393199832164,5.044902338965535
12,5,5.490215652210365,5.566507911034861,5.952280409287313,6.631236407254693,4.553128320497743
13,5,6.859728666079934,3.6738912157366457,7.066568155701166,3.2489223952077397,8.969056449882846
14,2,5.814548576145464,7.427415439193295,8.440099936656344,6.036704798273114,4.612158910430546
15,2,2.6910826354647233,7.514586617543699,6.4275896402667545,2.2008869758164544,7.4585360626757575
16,0,7.128766243193258,3.3619966172672386,6.563717912388607,5.252992483445245,4.41696085316666
17,1,3.376903072501095,3.7053381822081506,6.436055255320692,5.2355737960305415,5.054440531029172
18,0,7.201812234186056,4.7039387414755955,7.403738197507598,6.785605643954277,2.336411852577993
19,1,4.40520627457743,6.012201554428578,3.9565238303799792,3.15593793695859,10.114069241648206
20,1,5.016652900337697,2.787684449864325,2.012639368818745,4.6697237624921915,7.633315339969307
