T,FC,x1,x2,x3
1,1,2.7633998226699,3.8833639382988214,6.938506231952382
2,0,2.3492940844119214,7.719435355868593,5.811083040598436
3,2,3.653443819975033,6.784541325423243,2.01398456687205
4,3,6.901431553201513,5.39759579618434,4.095295999669585
5,2,7.054134684394206,8.468567793986752,6.378257940743535
6,1,9.99924370288759,6.192725656234497,2.3004866596434566
7,2,6.1862343265606565,6.390935793289215,6.093029933049073
8,1,5.234251922957919,8.867617046755058,7.532657997978985
9,2,5.4530742746912155,2.697290681238021,5.148027230425294
10,2,4.006034567994634,3.0697443547685994,6.536793423505781
11,4,6.947067918089736,6.5769670782180025,5.155629600892857
12,4,8.679480834829384,5.8365126600919774,7.350517582123863
13,5,7.324498180682769,7.625721616293309,5.288248724887453
14,2,3.152558494228472,7.207661716671872,2.454692197314981
15,0,2.917915833866026,5.755738104196546,3.3423499226118802
16,4,2.035846761219053,7.700374984082117,5.474249277529065
17,4,6.274039037972825,2.2149719683399,7.009399578273066
18,2,5.196996494349696,3.0439874410970105,6.468894853266732
19,1,6.284087238818847,6.2195379784329266,2.2393269369422666
20,1,4.2349987510025535,2.2446752424325167,4.010467668522777
