T,FC,x1,x2
1,2,6.3426442076618015,4.3683201864127446
2,5,6.241249859686631,6.451278001072186
3,3,4.777632423637671,6.975030244730969
4,4,2.9748816192672902,7.1532609375193354
5,1,2.293862707223639,6.776117692246439
6,0,4.01764914462895,7.458602516113468
7,1,5.944919356274945,6.881307484631171
8,1,5.307051420123071,7.37595024282903
9,3,4.191976002150143,6.395156329091004
10,1,6.231423665802426,7.348529393087844
11,4,8.731377036617587,7.426073982538188
12,0,7.403747160592582,6.527655880710068
13,0,4.014350060150203,6.698181775528233
14,0,4.775786803175485,6.062356856856346
15,0,3.3284689790162694,5.4927038138999595
16,1,3.3557127097573396,3.7691449685953096
17,0,8.488230042703936,6.767188726038605
18,0,4.196075458816533,3.243282123637871
19,1,5.849411883144817,7.075730673822889
20,2,7.8282233477181595,3.5846571228571658
