T,FC,x1,x2
1,3,7.596529501530872,5.468934513698054
2,3,4.442129702563124,5.4374316500091755
3,1,2.9698878053620943,5.478981605200363
4,3,5.047672298737194,5.117111091024058
5,6,8.192417574526745,7.919380001590331
6,6,3.286020619630013,8.92377146647102
7,2,8.47541791658923,7.049295148316399
8,2,9.180998713608338,4.631288989364707
9,0,6.47387278858036,7.801250496350419
10,3,2.6644007057990957,2.3192297876532906
11,4,2.1137181553988897,6.742598422384725
12,1,4.376303566292092,2.7300384378674147
13,3,7.75288600934023,2.005062039365764
14,3,4.24161259026283,6.2366252607627
15,1,6.897363846500607,7.60004553282606
16,0,7.165115686756074,4.345675875130277
17,4,8.346050653503447,7.381033025038624
18,1,7.659276348330302,4.106852124079293
19,5,6.787540701491538,9.557941385872263
20,0,6.422240253458956,2.2474617576106275
