T,FC,x1,x2,x3,x4
1,0,6.501315189745772,5.825326917193304,4.593811889390458,4.31873538875795
2,1,6.1525622539642955,5.5177853520194535,6.41718985688835,3.3195872013102443
3,2,9.208630902770798,2.9638301514468237,6.104063493833631,3.5222674903275393
4,3,7.995425668065813,7.461061847572098,5.3947684383433305,3.4575954522486967
5,3,6.266197756339489,4.1224113290106805,4.626698970951501,7.0050616849781555
6,6,3.3711666800861364,7.485989690721387,5.093369035398766,4.302490173407207
7,6,6.561888526300355,8.070996000734906,4.085227736961907,7.066500764561655
8,6,7.2614081756650375,6.684172253570314,7.861826883390009,7.25165446482979
9,6,4.288171121296579,6.70404608894553,3.671000068019352,3.9955383952531367
10,3,2.3646776016373416,5.9543566323222485,3.293473141065057,6.619139668323875
11,3,5.289471396022749,3.6115453345645605,6.089034110750168,3.568018870728138
12,2,7.513327409554342,6.909295531185656,4.44750829939285,7.3615318334611235
13,1,6.134230446003183,6.6246477963374995,6.476831831895175,6.814893245799642
14,1,5.70562975483533,8.355011353843341,4.994649058673334,6.130807751609434
15,1,8.401314337687982,2.3208841943537557,7.146334216313018,8.190424978250642
16,4,7.519831700787118,3.258043199943145,3.4068530738728233,6.928065776719425
17,1,5.543264620854695,7.574971068129953,3.457428261510782,4.043721747471675
18,0,5.770134757851849,6.223301567165914,7.4116060149674325,5.404591515008517
19,2,4.785243556199124,2.608677439259358,8.910577199244083,7.006992379887141
20,1,4.3573339586292406,7.111165883591421,6.33824267879262,7.167155655067085
