T,FC,x1,x2
1,3,7.548409077368797,2.2503086241093206
2,0,8.587312336923631,5.964189083645282
3,5,7.91407093525304,4.561557123299888
4,2,7.555349693710444,6.029465159321269
5,7,7.913943205641913,8.989508911710475
6,5,4.736451422033566,8.287331068780993
7,5,4.140904318814888,3.5583144233657387
8,9,5.917511095149639,7.825841149111438
9,5,5.069296096132845,5.534300318734516
10,7,9.079119779908469,4.196175995806944
11,4,2.8999854501356532,6.198092113826445
12,11,2.0511942367612894,2.114846629818852
13,8,5.26318316232341,6.225565342717683
14,6,5.227226592738787,5.427454766662097
15,9,8.699478121956277,6.26585229081069
16,2,3.455710574082601,6.182309351947032
17,1,6.170035909435104,3.4177225687371964
18,5,3.1573634477490065,5.025845635204741
19,2,2.0759949194848453,4.3502238485374285
20,3,6.784420969099106,7.677711113746039
