T,FC,x1,x2,x3,x4,x5
1,1,3.9263700705848272,2.5331299581561018,7.153207377514582,3.9766123539553955,9.837030983609253
2,4,6.782093860765917,3.285997217703844,5.054599431561778,2.336771359720888,6.693840037387306
3,8,6.099326680832034,6.097969694488072,6.322508844745586,6.646223623148087,7.812041939954264
4,2,3.5594621037082,7.576651261888701,7.242703157836924,3.5244187015581208,4.923166454728685
5,4,3.0870695799856387,5.356521733921532,4.0791277976002975,7.172940775109509,3.7871178580173046
6,3,4.257022148810469,3.743763076584747,8.68231012188895,3.0636358040445835,7.703553731693287
7,11,7.700299595037491,3.350173689824471,3.4590175275137716,5.719198241041419,6.7910269790238935
8,6,4.414638265061987,5.299213969060515,6.296403932449273,6.368751643398984,2.9243526176251207
9,6,5.00834247575026,6.988044018345899,5.959125301582913,8.411043390867398,6.807579554626051
10,2,3.9608618663812325,3.715133827452524,3.146911333317913,5.125326755368807,4.448168013621404
11,8,6.844990714393458,7.933668957346195,6.256520993936334,7.569899954979927,4.5754332606630275
12,1,8.321471355492513,6.421730963910322,8.228459933325093,2.020105782929878,5.298980990373119
13,2,3.0984585624434455,7.716353551071445,7.762520228973616,4.129769905301737,5.930599439072134
14,4,4.871271660233524,6.462216550240009,3.7905652992395624,7.398801267166112,10.616775150922734
15,2,6.468264603614551,7.5320279602463795,4.430105350458744,5.841412420781359,3.017571363972791
16,0,7.46256876636209,4.035817705390208,2.307116439683725,3.936767556842954,2.6458500938589187
17,1,6.535970233927957,8.830184240372382,7.250883458844494,8.256875298036114,3.421431280266214
18,0,3.3540499626261115,4.6842879788145115,7.938953149921047,5.115622442716035,5.365622465008538
19,0,3.1918534674477432,5.107798531995069,5.90040588980141,2.685049457681575,5.616903277403795
20,2,4.699307959745062,5.005964633468665,6.2648169186080285,8.870111472722366,4.093045347084855
