T,FC,x1,x2
1,0,2.1617407717287715,7.254165651196097
2,1,3.3518366476806634,3.7422233870999753
3,5,10.996906416005043,7.114597874259162
4,2,7.938127911249734,5.39283255602047
5,2,7.029571964534796,4.036036132985874
6,5,7.683718632024098,4.446519541452074
7,3,7.391829472456059,9.430976234733103
8,6,5.091787986678383,3.2726710802727657
9,5,3.3174170991429905,7.140872778327845
10,3,5.889234695568462,4.559552342320158
11,3,3.2536493285351487,7.19125837264913
12,2,7.692203379965605,3.0194595163157856
13,4,3.361868744083379,4.009954055423413
14,2,9.293591274230074,6.399328104620641
15,1,3.449727092103101,5.8314102423785705
16,4,8.62344800731468,7.071539050392539
17,2,6.10457713378566,6.27384199037839
18,1,11.294781779358985,6.231720721031894
19,1,4.490181710826662,3.5894354974803946
20,1,4.694236309800378,4.233505408531989
