T,FC,x1,x2
1,3,7.319534665528135,5.1587212687704955
2,1,7.382021043798816,6.510132245774813
3,5,4.5241816861093485,7.3208490777249935
4,5,4.60540423498351,7.268658425566219
5,9,7.223887935318291,5.08708296408585
6,9,5.064601169551301,5.2524898468276255
7,2,7.065322307130126,3.3216754856182593
8,5,4.731546244953648,5.464888795957626
9,7,5.023597089975324,7.948147418715055
10,7,4.362866274242149,6.187685506959987
11,5,4.264325433582095,7.367073113976529
12,4,3.559732268207607,3.522333777550507
13,5,7.189499461466463,6.776473740379922
14,3,7.505303228762354,6.107482324149097
15,3,5.014805730412794,6.839651063213686
16,3,5.112421429583328,9.546867049389752
17,2,5.973730363203264,2.2115973013952197
18,1,6.008701063351948,6.823013144787861
19,1,6.091164603219207,2.9407939430153585
20,2,2.3189175229751466,6.939097425685565
