T,FC,x1,x2,x3,x4
1,2,6.281686125438743,6.662595340101166,5.123574543626341,3.019988642707511
2,5,7.066364227127604,8.68813471523486,8.307762395495358,7.083933606449213
3,4,2.419501062691263,5.044990419054802,2.5044445107089954,3.0187336331424013
4,5,3.541298350869849,5.0769741960692265,5.975275205635944,6.803170723034264
5,7,6.657915898896257,3.7271323656708812,3.001068459405179,8.158106386608454
6,3,3.407783705248537,6.246953217746251,7.215914424615255,7.789556276278823
7,5,2.30742098580617,6.906279146852128,4.457861421644109,3.5776142908138677
8,6,8.207165671308864,10.272054768673913,2.032894692999666,3.180841406254423
9,3,2.4676500491656546,4.468266981897795,8.31779956108689,2.0614882330264535
10,5,7.367162479439656,6.8251806028284525,7.648941050949979,6.908818635272379
11,3,9.134629975432722,5.426613042165544,4.4292162917493005,5.4755188454491215
12,3,5.658226629759904,6.865913749465771,4.582945196273386,9.664870397094894
13,4,2.4732831496003005,7.77208871615741,2.009669795606655,3.5303683942391837
14,5,2.666147766765962,6.4823842233013735,7.055796867900164,9.507208483142051
15,0,4.426542764147184,7.689707204731341,2.166414661185645,6.2976789582689605
16,1,6.468171504715681,3.8141429591053044,3.462775606930403,4.954195323258572
17,0,7.040684012120241,5.676091277941394,4.728420229192232,4.066728883225686
18,3,3.19794718611743,7.013119406213364,5.7909113362791995,2.3021020300220867
19,3,3.021556878143976,3.905487164510152,5.076069056816447,6.8336984531248355
20,4,4.066676216998739,6.088299234695871,5.013026667947599,9.29060264676781
