T,FC,x1,x2
1,0,6.066739616520194,4.235515313329654
2,90,6.441675829631097,6.545874286920852
3,27,5.298798767980244,6.295259772005439
4,7,2.0875283389675405,3.0989217350714555
5,1,7.208145155103234,2.5346702458015464
6,0,3.037406935620581,4.564781787364494
7,0,5.838043292732326,2.977345514047494
8,0,2.6610292797465496,2.059141658237456
9,0,5.610573234995108,9.409835858972315
10,0,3.7467757256229106,8.012881118031657
11,0,6.229309638178167,2.244548663997124
12,0,4.428136774352357,3.9574249632372442
13,0,4.061960347779331,7.2691957479207865
14,0,4.306959526838741,8.550181865662559
15,0,2.4755782719736485,6.009208338138035
16,0,6.921385275505159,6.064789634538998
17,0,7.523134190520802,5.553201313305367
18,0,2.278898816046811,10.56232429068462
19,0,9.302401786465293,3.5031630205219835
20,0,7.33029604926828,5.69123892589838
