T,FC,x1,x2,x3,x4,x5,x6
1,2,0.0531,4.0,1.0,0.037225885714523996,0.714124260413525,0.9722066344373078
2,32,0.0619,20.0,0.0,0.0034927172493901593,11.398741431775028,0.0
3,8,0.158,1.0,0.5,0.08328672181718297,0.21845611462589254,0.3667812657452669
4,2,0.081,1.0,0.5,0.05833752734788504,0.9404625138887819,0.2936651149269567
5,0,1.046,32.0,2.0,0.404437282108747,27.58544750624038,0.7786756283477152
6,0,1.75,32.0,5.0,1.1276926044284306,28.40705224239551,4.4226231890562095
7,0,2.96,24.0,4.5,1.4053290297593655,4.603030846452428,2.415231775626084
8,0,4.97,24.0,2.5,3.3150227223873445,14.216493266600278,2.133725730958658
9,0,0.42,24.0,4.0,0.40812203624274773,13.007440638053037,1.8771767117543003
10,0,4.7,30.0,2.0,4.2144441992009805,20.37903530324161,0.6403774341721395
11,0,0.9,0.0,0.0,0.8506373905027422,0.0,0.0
12,0,1.5,8.0,4.0,0.19898191175005603,0.2616775301273515,0.9414380884873643
13,0,2.0,8.0,6.0,0.7808323993779056,4.725422513655679,4.865329845480188
14,0,1.2,12.0,4.0,0.38286657996599666,6.016492182105546,2.820507563151107
15,0,1.2,20.0,6.0,0.9009636472787195,15.268214813524505,5.867056615617962
16,0,2.2,32.0,10.0,0.41861668157671444,19.81897864294664,3.602754316684554
17,0,7.6,24.0,8.0,3.4510681662406264,14.177351143110332,5.5479000059240295
