T,FC,x1,x2,x3,x4,x5
1,1,0.0531,4.0,1.0,0.009981424125138796,2.6271244228955504
2,38,0.0619,20.0,0.0,0.059183932991507524,4.565196288448645
3,5,0.158,1.0,0.5,0.041634335721444565,0.7221008973753315
4,1,0.081,1.0,0.5,0.04940946696786492,0.6213713284962248
5,0,1.046,32.0,2.0,0.9855262292327495,31.403459280686715
6,0,1.75,32.0,5.0,1.5879244671410158,15.745908160284845
7,0,2.96,24.0,4.5,1.8764809123033297,7.6536793837092105
8,0,4.97,24.0,2.5,0.8129948505710664,6.918692816934862
9,0,0.42,24.0,4.0,0.2901888086078358,4.098276861880231
10,0,4.7,30.0,2.0,2.0398376458142806,27.725672960324136
11,0,0.9,0.0,0.0,0.31388760839359947,0.0
12,0,1.5,8.0,4.0,1.3468728454221015,2.3167646252317935
13,0,2.0,8.0,6.0,0.6498117984891318,7.249160324239412
14,0,1.2,12.0,4.0,0.16328407268203188,8.14005374965371
15,0,1.2,20.0,6.0,0.5787440210371765,8.509647089463655
16,0,2.2,32.0,10.0,2.1425402651452363,30.491312522870725
17,0,7.6,24.0,8.0,2.0927899785764534,4.094952819720563
