T,FC,x1,x2
1,0,7.46758674107294,4.644353672128318
2,0,8.174620283987023,4.282815325285996
3,0,10.391550841765635,5.130529509576094
4,1,5.2083661666991725,2.5405015272601332
5,2,5.265181840556229,2.7972770792918316
6,2,3.392392669057942,6.186894049552375
7,0,4.710485513068498,5.030070068211172
8,1,4.991136819960039,6.035333365904614
9,4,6.073138572679749,8.27784769230756
10,3,5.300752735163213,4.832783086796404
11,0,8.38523315415462,5.259615684596417
12,3,7.608482877096634,4.055017674311396
13,2,9.183335033378706,7.342955569964368
14,3,4.7184887425439275,5.552545701136902
15,2,6.3899216271641714,12.358162563759647
16,5,6.115368250630091,8.230253481600796
17,1,3.6298337430490197,5.691254552845808
18,1,6.8825466338172845,3.024362970703679
19,1,7.508278882961414,3.390964762510514
20,0,6.4481696721057595,6.426142216834598
