T,FC,x1,x2,x3,x4,x5
1,1,4.146636162580961,7.805683686426809,3.186261786301234,3.389350796608113,7.989967898115685
2,86,7.2582777025270575,5.0842746301528425,4.474690805535583,8.24125409814919,5.066354854236298
3,24,3.687126041252304,5.503719077005109,3.6020545805171715,6.210220883054668,3.2814599751546334
4,1,5.699116045242599,4.383565791900782,4.63555871281492,6.4711935766903395,7.949628475444518
5,0,2.410265550287339,3.121141424464617,7.183548472604138,5.068480102391125,7.002067892312202
6,0,4.9843755472490985,2.3747023208437747,9.483927805656801,6.611664743172499,7.949725909074881
7,0,2.1527205736218704,2.374847756445364,2.7191989071746754,2.182804457908079,6.572599021429041
8,0,5.589736415562121,5.888971401637063,2.1327945890456266,3.4921165976729904,6.573645783394652
9,0,4.090776021806334,2.379570808439772,2.0491814078950696,7.1046744390156,5.717752894972587
10,0,7.301231854154585,6.487573942764062,3.9314230615729664,3.9347871572171886,4.112139987127691
11,0,7.538424087758679,5.00083186162642,6.757174440741762,5.193941830408444,8.448276523113407
12,0,5.395335325396208,7.468945234422339,4.4974119905939105,5.446178283136171,7.833799298098958
13,0,9.6619190669263,4.359611475540738,3.3009264574321087,5.1775397700893775,4.123094198346046
14,0,6.478049591575745,12.214820508345682,3.310920491638319,5.5596783911969,4.617098047312794
15,0,4.35237180796206,7.6081623609810105,2.0521730437759467,3.6578023355113425,7.661140258072427
16,0,5.62497099157357,8.653914125228463,6.8384645370883845,3.560932625513439,3.2879043994335837
17,0,3.631696623157017,7.113924587235499,7.168841560005336,2.988029952900037,6.081731497589844
18,0,4.417849006287889,2.8614254476675276,6.87922640968883,6.093555997348134,5.314418753020889
19,0,7.29023203523811,5.374884309999961,5.061476630845416,7.395483935379345,3.367763957356983
20,0,4.377411306162555,4.328785039272395,7.67105238508068,3.7349972281116135,3.046270851500497
