T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,8,7.096729590577764,7.5271660024584754,11.126868489732548,6.248712197388192,8.00537466219327,6.847146793810153,6.645115414689284,8.378586201225497
2,5,7.20102267699906,2.444130226689751,2.059993954679081,7.1873305165240735,7.058860855663187,4.989756812143338,5.882805816594089,8.71995556090006
3,5,5.529792513232302,8.703423109898301,2.8567658408901515,6.231945674870863,2.022862220077893,3.0815506718501378,7.164389218802618,3.3659768823602785
4,0,4.358625833264546,5.791026114957386,3.080344757965605,6.60489042854764,4.2556529038934725,7.425666109482449,7.068474148303379,2.7125254429255476
5,2,4.863355046871629,6.594154533730426,3.828993995716904,7.137694355740784,7.331277749777525,4.30146915900361,3.1450129106824596,7.057194139957081
6,6,9.378281841197222,6.18992424171663,4.111974344350268,7.666130927027319,4.029797010129992,2.1140553235684036,7.64181169219591,12.55064516564287
7,4,6.787649359942876,8.752860127649091,6.008987216263891,5.327663196914789,4.341238155192413,2.6523313504754236,3.410712714372969,5.209302300739792
8,1,4.432114216639538,3.595495406167384,7.32546684794795,8.613085681507714,4.041517850575893,4.324532166263539,5.325017669608474,5.860112553614876
9,5,2.2134578823499007,3.410776479531892,7.295063675901013,5.108066298317139,7.1316414339521526,6.059661548035397,4.023822629948009,4.390989916997269
10,3,2.2347921076098745,6.528530535297141,4.542258060934614,7.778380060261539,6.534601065084879,7.079485212434877,6.680108436853241,6.43115771312298
11,4,5.232340875847629,6.051512967368576,5.329579485392877,6.885948655841107,6.028342862986936,4.498460935696677,3.4439966882229793,7.3136701185752475
12,4,7.943453802088232,5.18429854413069,3.8216508863098198,6.0291568611804776,6.9317294003486065,2.0222917771042574,8.088123947098424,4.618149835033882
13,4,4.887703725998729,2.109711952743466,5.955169032195,8.211242466562375,14.360310867507382,6.615375813305698,7.918570030150619,3.0447166148816525
14,2,4.239518139805607,7.707141131422388,3.473188710361448,8.141661709436564,6.724428189060097,4.40775532515398,6.20154767056602,2.566858627940092
15,0,2.0652397448873385,4.205112709666985,7.123889083126414,2.411877894121401,3.678676771048374,7.088337385407208,4.046847448519755,2.388699697146589
16,2,3.626226003982916,9.961055109828553,4.174324603247555,5.0282971183688705,8.59989305706508,3.2707192626794748,5.341379530769307,2.4133676448596075
17,2,5.828501839251588,8.955807635333567,5.537028477105536,6.199189792052394,7.200940811943262,6.893198209129892,5.359337982135893,3.0660920156999087
18,1,2.5153151902559037,4.130477372129197,7.447028139984997,7.1190064692286885,4.56853367834477,8.030367341515074,2.1470351594034893,7.059698985809226
19,1,3.0299834018787406,5.1796811904053754,4.2131201112743595,6.444388453552625,7.0027162318578196,4.041398178582144,4.217381054534937,6.088133357328187
20,1,4.512517559337231,3.4776612693242557,6.7614636569143425,6.442599000000712,3.5868307277483034,7.914879207495078,3.547517678295377,5.318254904468075
