T,FC,x1,x2
1,4,6.436674895117192,7.129673277665166
2,101,6.210290665205756,5.557143266111808
3,34,7.502154154970998,5.911608620357491
4,4,8.325796492230655,2.479211845016457
5,0,3.87212009869621,4.2789140698973025
6,0,5.135127084141908,5.842258951237526
7,0,2.4663700776094064,7.492389749074423
8,0,6.969842975740837,3.8394122900457592
9,0,3.127209554532952,4.896339939934302
10,0,6.170064662467696,5.780867940005121
11,0,7.28610829652115,3.439976485252398
12,0,2.736090590485097,10.43387779804352
13,0,3.3492286678639194,5.094632902178371
14,0,4.010997646069724,11.209911669998641
15,0,5.775659704861425,8.311182344772773
16,0,6.371979108890851,3.6250521917536647
17,0,4.374583795986308,5.249444277607574
18,0,5.013736675659434,4.374151211281608
19,0,5.8557890733001035,3.41636633269325
20,0,3.8105980191583924,3.5073648826758848
