T,FC,x1,x2
1,1,3.800981206543923,7.305282253039671
2,3,5.360875464851218,7.317858182166492
3,3,2.3417651492787503,5.574409320003149
4,5,5.219467760695785,3.0532994497615515
5,6,3.018013651075762,4.726587043175494
6,5,3.240495540710504,4.220201796342429
7,3,3.0248874839452435,3.006236135081971
8,4,4.233842412192868,2.0088362492735587
9,5,3.3740492398646977,5.070138225339292
10,5,2.9337324299073386,2.7279739700023224
11,3,5.303833080937571,6.0663428785109526
12,4,8.73132518268097,3.9007406708452255
13,4,4.073353006673355,7.0072502722965595
14,4,7.062865496482038,2.905024128528218
15,5,6.578518913562594,5.078449322601067
16,4,2.035541411979285,7.259649019664086
17,4,3.5241350431645873,2.2582290056608523
18,6,5.280781695476635,7.471811942916614
19,0,4.193326087667794,5.277381573313971
20,2,6.770524120600166,5.672549982166432
