T,FC,x1,x2,x3,x4
1,0,5.003628215392111,5.48811096831994,3.282042586667722,8.05214825292775
2,86,7.282689400868141,5.09957257116057,2.356293485504188,3.2521744811874327
3,28,7.120533601178433,2.3353809918927757,5.059019552228888,6.043271724861507
4,7,5.633158789746206,7.888771299075701,4.415852192451874,4.068323327358627
5,0,2.4432032068915976,2.9925277053222956,8.059030676429149,7.598656766936188
6,0,3.310172476604226,3.8906912500321558,5.1102838449731145,5.260591148772448
7,0,7.591013043888573,5.727300724959743,3.001379945767994,5.134944700690334
8,0,7.216870816242918,4.060053730368692,7.670523391031232,9.696273170682993
9,0,4.57330876271701,3.1426686766803673,5.959919425180371,6.14674767669638
10,0,3.1828618083578224,9.17133316744527,6.283232389332788,5.347283302431393
11,0,3.549446709530522,8.543624193045211,5.305611983778203,3.244724385641726
12,0,3.609545321923095,7.319689122299454,7.1431815269852414,5.2592905565259205
13,0,5.14979224879722,4.176663309811819,5.91270769242952,2.5328719983710846
14,0,8.784082631061121,5.031083619472831,6.50273151853463,3.4188787061587984
15,0,3.580596757729359,5.151841088182578,6.320344521309025,4.137670615929406
16,0,5.104960578120688,7.261914170044426,3.2148571058166393,4.129159754679652
17,0,2.1117488695553,5.064706461650326,12.168449627198505,4.235897218715092
18,0,6.903056080413541,7.413390842381673,3.0733331000464084,2.7627547480129926
19,0,8.23548489532012,2.997683398757436,3.4990591174127292,6.3867539879058715
20,0,4.196764027655662,8.702825064066687,5.278113755384261,6.266669981940499
