T,FC,x1,x2,x3
1,1,4.572602009862253,7.830706385954908,3.7380827210331398
2,1,7.245192594033574,5.856556979523818,4.1177309686714905
3,2,6.347288612457371,7.7394590935267535,7.01168510190153
4,2,5.154883798476894,4.751207772735758,7.963541042402372
5,3,4.824100047605484,4.296459606994167,6.973117987647095
6,2,6.329914236744358,6.398286225084127,3.442811137640786
7,1,2.3205704543385726,2.584167186541044,4.219572036120653
8,1,6.581788702431911,4.761351129284883,6.075967243594601
9,1,4.633818865166034,9.665045377108259,3.677545986726936
10,0,4.345460138566971,7.804641001373928,2.3155179069099976
11,2,6.213775879497101,6.79810380129294,6.702717006034358
12,3,5.19822470820068,4.388710801512209,7.255132491231
13,2,5.115393801283373,4.49165450551059,4.114945780673459
14,0,5.048500670127864,3.9970380563538903,4.298444935448376
15,1,8.094642923699052,2.5667573740596388,2.041355325965298
16,1,4.354882132085646,6.253681069233437,8.257286426928816
17,3,7.533803592838512,5.486026871385151,4.3062468100621585
18,3,5.018116227851355,5.237700917938099,6.988785553269261
19,3,5.031833431982546,4.898408014983765,7.26162043902864
20,3,5.29750797979517,8.222939479974116,5.344933702766234
