T,FC,x1,x2,x3,x4,x5,x6
1,1,6.257123823391424,7.064363929481125,4.087052839905173,7.340147886008942,3.0894614892700227,4.320485490084259
2,3,5.187640159456325,7.156294944390412,3.6181140875403974,6.868923934627073,6.313191374105317,4.033475667493663
3,6,10.26104479907977,7.276310181432722,7.454526282697063,2.2006533654810707,5.533437600119617,3.517779424613951
4,4,5.135829585097367,4.0022991199457865,6.105796721892664,2.4470271835023847,5.407460890208627,6.104591484410685
5,9,4.183341859136654,4.199177453121831,6.71802738606978,7.918460442078094,6.782208780857529,2.8054787626859725
6,5,4.227682757400632,4.168274458149299,8.234532385313152,4.382113950441694,4.295292572970099,2.092361098890012
7,6,7.8375557536471545,4.141077857966083,2.0206613453656916,5.02077104375798,8.056704794440268,3.8039102756443053
8,11,5.458174736404174,6.592640147846594,10.229161798547453,4.52085891471783,5.28344722675384,5.8220553257214975
9,14,6.62488541458155,6.925401491882626,4.617057871429498,7.898415767051666,8.8431255722252,5.320696803348824
10,8,6.645426989104545,3.524903419514179,3.5639826617312527,4.378108390626705,7.053790030233616,4.506073963587879
11,9,6.442087701424706,6.53341528438903,4.30914075599876,3.3074476578695675,6.423317177057883,2.737706402269647
12,4,3.509254587415287,6.705247319197103,5.114182962658838,4.175186756192206,7.832425734239042,7.591273793467726
13,7,2.428421860673118,6.729676889684251,6.127714869174717,3.2096675156017067,2.5876891638313344,7.981010270224425
14,6,8.50601863306848,4.962495197764927,4.199600530984563,5.262903849237731,7.852517467695529,4.261194065238727
15,3,6.929169627215245,5.375679706294286,9.012046770140433,8.365964218557366,2.4476062743499156,6.0920566803291045
16,2,5.5021553633871685,9.228374392728334,5.2800256042588565,5.2869512874462785,5.637265625859122,5.283012502469321
17,1,3.3316772235145096,2.1439088856501165,7.048022021160065,3.123349114491649,4.646924835792835,4.46476702543644
18,1,3.6663223257027773,2.223611107506054,7.4862007051090425,3.3548557355757707,4.535263492391661,6.872700324796418
19,0,8.173254490374678,4.020539406357894,5.995269416333232,6.0052549328525995,2.373581789353868,3.324659640894406
20,1,3.4474246099759163,6.484719325884226,5.031139613933864,6.850022796742811,7.252966276174619,6.848035362100446
