T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,4,7.57481441353266,5.465031253500744,5.783028320435964,5.064593599707487,8.272731863085545,8.472258863104416,5.279665607748898,4.7061153569007885,7.1243193965452996
2,3,4.612177432703617,6.658404837537549,3.5875462880031277,5.029940978874252,3.250238177439372,8.709223426015953,7.533958871283069,4.528447600623351,6.340648481951402
3,3,8.090709191917782,6.30805189660619,2.261023058968714,5.508308591456327,4.016314107732132,2.133292557218947,4.781096780440655,3.3782527978270247,7.1451262744551896
4,7,6.050462409990694,3.626740238244997,7.716300093368247,3.3418204349795864,4.306626973428353,5.321939052096329,4.156836452588462,4.231563516048657,6.135987740422926
5,7,5.381697517925248,7.050010386314929,6.817060300301899,6.035949824839816,3.7983853109574834,4.764069854670387,4.7397532722804945,2.17466866002485,7.851003539348039
6,4,5.720710006421442,2.7114422657822925,7.849375909659305,7.602764004531922,3.030833405788589,7.39978511618082,6.7119712775893765,3.154416137373325,6.695748416989568
7,8,7.236637230454398,5.267805241763178,3.445554106997062,8.523237627077439,3.349826816091512,3.322175251619613,4.06457628720331,6.052000611205212,7.521881432435439
8,2,7.839397361104731,3.436951377199369,6.219109583600112,3.152158555143945,4.664203602827803,4.225290166855844,7.110575321068526,7.110837171948922,7.669482029664763
9,3,7.113017466391858,3.0969757642159297,2.023986005762224,5.474143954036932,7.004638364192696,7.710620383938581,3.487944382414029,4.103271638373136,7.303359565852227
10,9,7.104757897830381,7.351079866535608,4.310478721054884,3.78186333210277,7.4779984416134875,5.585730484339733,7.392579646740854,5.054335912758586,5.524174085820913
11,3,7.970320578145747,3.260988457613698,6.201001483123784,6.183484991224383,6.07947213038401,7.565219360446873,9.995568862838295,3.4385462618434053,6.329290759331426
12,2,7.3005855758710245,3.6860960895158685,2.9550060652697367,6.636622906796987,6.147515441213665,5.985960498172252,3.05411772379897,7.277295736935492,5.237311459985874
13,3,8.375045818950953,3.4018701801604276,6.636966666644831,2.1732343363955238,2.9647384835627717,6.065189698102429,5.657623693380748,3.020439396505851,4.862384547785387
14,5,7.468561747353454,4.6266254295094855,4.419839056617267,8.699212688073983,6.505188148263857,3.851446646158106,8.223914486883615,3.7406426465988223,4.954900515061916
15,3,6.111763155625741,3.6081486750201304,7.500507837752447,4.723332230372918,6.331102237200751,7.764868915357136,7.0196670755903785,7.026298535485472,8.409326763035999
16,1,5.395487773684605,4.741467439889831,5.145757249130739,6.420606475131458,5.2904272133448105,5.578967195745988,5.12708170617849,6.280387804581701,2.260766136515539
17,0,6.007887064238911,5.814076885703494,5.4319128906667755,3.446191480462794,7.841254310094901,6.81700595503142,10.230464669649209,7.853667117059751,2.0001167270768585
18,1,7.586892088706462,5.161022453101283,7.877772203612502,7.551171899401645,4.660371998868874,4.11810019950791,2.0499783794166864,10.045132635060007,7.119792213196698
19,3,5.0061313240207275,7.012550617708129,9.510656307357703,2.0498460515425743,7.1288844580347215,5.581490143094088,4.766843923943275,3.1506427281223672,5.695371838272369
20,0,8.460610163324183,2.6313997547197006,4.231913056179489,2.716902349145645,4.3982340548060535,8.672161589876252,3.7084485045324,4.075498544245797,7.676731019872457
